FocusSector,Industry Group,Country,Exchange,Ticker,Company Name,Market,Turnover_USD,Above200DMA,Ret252,profit_margin,roe,revenue_growth,verified,yf,unverified_reason,expansion_signal
Electronics & Semiconductors,Electronics (Consumer & Office),Canada,TSXV,IPD,International Parkside Products Inc. (TSXV:IPD),CA,,,,,,,UNVERIFIED,IPD.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,TSXV,IMI,Ironman International Ltd. (TSXV:IMI),CA,,,,,,,UNVERIFIED,IMI.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,TSXV,JTC,JEMTEC Inc. (TSXV:JTC),CA,,,,,,,UNVERIFIED,JTC.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,TSXV,PNG,Kraken Robotics Inc. (TSXV:PNG),CA,,,,,,,UNVERIFIED,PNG.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,TSXV,KUR.H,"Kure Technologies, Inc. (TSXV:KUR.H)",CA,,,,,,,UNVERIFIED,KUR.H.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,TSXV,LPS,Legend Power Systems Inc. (TSXV:LPS),CA,,,,,,,UNVERIFIED,LPS.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,TSXV,DDD,Metavista3D Inc. (TSXV:DDD),CA,,,,,,,UNVERIFIED,DDD.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,OTCPK,MMTI.F,Micromem Technologies Inc. (OTCPK:MMTI.F),CA,,,,,,,UNVERIFIED,MMTI.F.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,TSXV,NVI,Novra Technologies Inc. (TSXV:NVI),CA,,,,,,,UNVERIFIED,NVI.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,CNSX,NUR,Nuran Wireless Inc. (CNSX:NUR),CA,,,,,,,UNVERIFIED,NUR.TO,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,Canada,NasdaqCM,POET,POET Technologies Inc. (NasdaqCM:POET),CA,,,,,,,UNVERIFIED,POET.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,CNSX,PMED,Predictmedix AI Inc. (CNSX:PMED),CA,,,,,,,UNVERIFIED,PMED.TO,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,Canada,TSXV,QNC,Quantum eMotion Corp. (TSXV:QNC),CA,,,,,,,UNVERIFIED,QNC.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,TSX,QTRH,Quarterhill Inc. (TSX:QTRH),CA,,,,-0.32077,-0.5032,0.139,NOT-PROFITABLE,QTRH.TO,,True
Electronics & Semiconductors,Telecom. Equipment,Canada,TSX,STC,Sangoma Technologies Corporation (TSX:STC),CA,,,,-0.030380001,-0.02565,-0.122,NOT-PROFITABLE,STC.TO,,False
Electronics & Semiconductors,Electronics (General),Canada,NasdaqGM,SNT,Senstar Technologies Corporation (NasdaqGM:SNT),CA,,,,,,,UNVERIFIED,SNT.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,,,Siyata Mobile Inc.,CA,,,,,,,UNVERIFIED,nan.TO,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor Equip,Canada,OTCPK,SVLT,"Sunvault Energy, Inc. (OTCPK:SVLT)",CA,,,,,,,UNVERIFIED,SVLT.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,TSX,GRID,Tantalus Systems Holding Inc. (TSX:GRID),CA,,,,-0.01422,-0.05928,0.178,NOT-PROFITABLE,GRID.TO,,True
Electronics & Semiconductors,Electronics (General),Canada,TSXV,TLA,Titan Logix Corp. (TSXV:TLA),CA,,,,,,,UNVERIFIED,TLA.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,TSXV,TTZ,Total Telcom Inc. (TSXV:TTZ),CA,,,,,,,UNVERIFIED,TTZ.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,OTCPK,MJLB,"Ultrack Systems, Inc. (OTCPK:MJLB)",CA,,,,,,,UNVERIFIED,MJLB.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,CNSX,VTI,Valdor Technology International Inc. (CNSX:VTI),CA,,,,,,,UNVERIFIED,VTI.TO,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Canada,TSX,VCM,Vecima Networks Inc. (TSX:VCM),CA,,,,-0.04718,-0.05909,0.013,NOT-PROFITABLE,VCM.TO,,False
Electronics & Semiconductors,Electronics (Consumer & Office),Canada,TSXV,VITA,Vitalist Inc. (TSXV:VITA),CA,,,,,,,UNVERIFIED,VITA.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,TSXV,YNV,Ynvisible Interactive Inc. (TSXV:YNV),CA,,,,,,,UNVERIFIED,YNV.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Canada,OTCPK,ZTST.F,ZTEST Electronics Inc. (OTCPK:ZTST.F),CA,,,,,,,UNVERIFIED,ZTST.F.TO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Cayman Islands,TWSE,4927,"Apex International Co., Ltd. (TWSE:4927)",,,,,-0.22647,-0.44035998,-0.12,NOT-PROFITABLE,4927.TW,,False
Electronics & Semiconductors,Telecom. Equipment,Cayman Islands,TWSE,6863,"Arizon RFID Technology (Cayman) Co., Ltd. (TWSE:6863)",,,,,0.02066,0.01288,0.011,PROFITABLE,6863.TW,,False
Electronics & Semiconductors,Semiconductor,Cayman Islands,NasdaqGS,CRDO,Credo Technology Group Holding Ltd (NasdaqGS:CRDO),,,,,0.35374,0.34408,1.57,PROFITABLE,CRDO,,True
Electronics & Semiconductors,Electronics (Consumer & Office),Cayman Islands,TWSE,5225,Eastech Holding Limited (TWSE:5225),,,,,0.06823,0.23656,-0.137,PROFITABLE,5225.TW,,False
Electronics & Semiconductors,Electronics (General),Cayman Islands,TWSE,5243,"Eson Precision Ind. Co., Ltd. (TWSE:5243)",,,,,0.06938,0.09877,-0.072,PROFITABLE,5243.TW,,False
Electronics & Semiconductors,Electronics (General),Cayman Islands,NYSE,FN,Fabrinet (NYSE:FN),,,,,0.0994,0.1999,0.393,PROFITABLE,FN,,True
Electronics & Semiconductors,Semiconductor,Cayman Islands,TPEX,4991,"GCS Holdings, Inc. (TPEX:4991)",,,,,0.12006,0.07989,0.51,PROFITABLE,4991.TWO,,True
Electronics & Semiconductors,Semiconductor,Cayman Islands,TWSE,6525,"GEM Services, Inc. (TWSE:6525)",,,,,0.14326,0.18202,0.118,PROFITABLE,6525.TW,,True
Electronics & Semiconductors,Electronics (General),Cayman Islands,TWSE,6456,General Interface Solution (GIS) Holding Limited (TWSE:6456),,,,,-0.0058399998,-0.01307,0.059,NOT-PROFITABLE,6456.TW,,False
Electronics & Semiconductors,Semiconductor,Cayman Islands,TWSE,6573,HY Electronic (Cayman) Limited (TWSE:6573),,,,,0.13518,0.16605,-0.232,PROFITABLE,6573.TW,,False
Electronics & Semiconductors,Telecom. Equipment,Cayman Islands,TWSE,4977,"PCL Technologies, Inc. (TWSE:4977)",,,,,0.35818002,0.09454001,-0.237,PROFITABLE,4977.TW,,False
Electronics & Semiconductors,Semiconductor,Cayman Islands,TPEX,4966,"Parade Technologies, Ltd. (TPEX:4966)",,,,,0.15043999,0.118549995,0.033,PROFITABLE,4966.TWO,,False
Electronics & Semiconductors,Semiconductor,Cayman Islands,TWSE,6415,Silergy Corp. (TWSE:6415),,,,,0.14751,0.07806,0.187,PROFITABLE,6415.TW,,True
Electronics & Semiconductors,Electronics (General),Cayman Islands,TWSE,8499,"Top Bright Holding Co., Ltd. (TWSE:8499)",,,,,0.12439,0.05451,0.755,PROFITABLE,8499.TW,,True
Electronics & Semiconductors,Electronics (General),Cayman Islands,TWSE,6672,"Ventec International Group Co.,Ltd. (TWSE:6672)",,,,,0.087969996,0.11165,0.219,PROFITABLE,6672.TW,,True
Electronics & Semiconductors,Electronics (General),Cayman Islands,TWSE,4958,Zhen Ding Technology Holding Limited (TWSE:4958),,,,,0.048449997,0.08121,0.268,PROFITABLE,4958.TW,,True
Electronics & Semiconductors,Semiconductor,China,SHSE,688536,3Peak Incorporated (SHSE:688536),CN,,,,0.10849,0.045,0.665,PROFITABLE,688536.SS,,True
Electronics & Semiconductors,Telecom. Equipment,China,SHSE,688618,"3onedata Co., Ltd. (SHSE:688618)",CN,,,,0.07853,0.03202,-0.149,PROFITABLE,688618.SS,,False
Electronics & Semiconductors,Electronics (General),China,SEHK,2018,AAC Technologies Holdings Inc. (SEHK:2018),CN,,,,,,,UNVERIFIED,2018.SZ,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor Equip,China,SHSE,688082,"ACM Research (Shanghai), Inc. (SHSE:688082)",CN,,,,0.23333,0.14779,0.144,PROFITABLE,688082.SS,,True
Electronics & Semiconductors,Semiconductor,China,SHSE,688220,"ASR Microelectronics Co., Ltd. (SHSE:688220)",CN,,,,-0.07334,-0.053600002,0.242,NOT-PROFITABLE,688220.SS,,True
Electronics & Semiconductors,Telecom. Equipment,China,SZSE,300074,"AVCON Information Technology Co., Ltd. (SZSE:300074)",CN,,,,-0.59625,-0.18942,-0.081,NOT-PROFITABLE,300074.SZ,,False
Electronics & Semiconductors,Electronics (General),China,SZSE,302132,AVIC Chengdu Aircraft Company Limited (SZSE:302132),CN,,,,0.04447,0.15378,0.797,PROFITABLE,302132.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,002281,"Accelink Technologies Co,Ltd. (SZSE:002281)",CN,,,,0.08302,0.10317001,0.248,PROFITABLE,002281.SZ,,True
Electronics & Semiconductors,Semiconductor,China,SHSE,688049,"Actions Technology Co., Ltd. (SHSE:688049)",CN,,,,0.21885,0.10551,0.237,PROFITABLE,688049.SS,,True
Electronics & Semiconductors,Telecom. Equipment,China,SZSE,000547,"Addsino Co., Ltd. (SZSE:000547)",CN,,,,-0.43523,-0.25726,1.184,NOT-PROFITABLE,000547.SZ,,True
Electronics & Semiconductors,Telecom. Equipment,China,SZSE,300620,"Advanced Fiber Resources (Zhuhai), Ltd. (SZSE:300620)",CN,,,,0.12877,0.10097,0.608,PROFITABLE,300620.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,002389,"Aerospace CH UAV Co.,Ltd (SZSE:002389)",CN,,,,0.05317,0.01888,0.185,PROFITABLE,002389.SZ,,True
Electronics & Semiconductors,Telecom. Equipment,China,SZSE,002231,"Allwin Telecommunication Co., Ltd. (SZSE:002231)",CN,,,,,,,UNVERIFIED,002231.SZ,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,China,SZSE,300458,"Allwinner Technology Co.,Ltd. (SZSE:300458)",CN,,,,0.11936,0.11647,0.471,PROFITABLE,300458.SZ,,True
Electronics & Semiconductors,Semiconductor,China,SHSE,688099,"Amlogic (Shanghai) Co.,Ltd. (SHSE:688099)",CN,,,,0.119849995,0.11991999,0.239,PROFITABLE,688099.SS,,True
Electronics & Semiconductors,Computers/Peripherals,China,SZSE,300787,Anfu CE LINK Limited (SZSE:300787),CN,,,,0.01905,0.03495,0.255,PROFITABLE,300787.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,300862,"Anhui Landun Photoelectron Co., Ltd. (SZSE:300862)",CN,,,,-0.24665001,-0.04804,-0.132,NOT-PROFITABLE,300862.SZ,,False
Electronics & Semiconductors,Electronics (General),China,SHSE,688768,Anhui Ronds Science & Technology Incorporated Company (SHSE:688768),CN,,,,0.10715,0.06372,-0.152,PROFITABLE,688768.SS,,False
Electronics & Semiconductors,Computers/Peripherals,China,SZSE,300956,Anhui Shiny Electronic Technology Company Limited (SZSE:300956),CN,,,,0.00193,0.00213,-0.005,PROFITABLE,300956.SZ,,False
Electronics & Semiconductors,Telecom. Equipment,China,SZSE,300134,"Anhui Tatfook Technology Co., Ltd (SZSE:300134)",CN,,,,-0.10601,-0.06587,0.119,NOT-PROFITABLE,300134.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SHSE,600237,Anhui Tongfeng Electronics Company Limited (SHSE:600237),CN,,,,0.08771,0.061139997,-0.16,PROFITABLE,600237.SS,,False
Electronics & Semiconductors,Electronics (General),China,SHSE,688600,"Anhui Wanyi Science and Technology Co.,Ltd. (SHSE:688600)",CN,,,,0.1076,0.111,0.216,PROFITABLE,688600.SS,,True
Electronics & Semiconductors,Electronics (General),China,SHSE,688582,Anhui XDLK Microsystem Corporation Limited (SHSE:688582),CN,,,,0.53721,0.109969996,-0.419,PROFITABLE,688582.SS,,False
Electronics & Semiconductors,Semiconductor Equip,China,SHSE,688019,"Anji Microelectronics Technology (Shanghai) Co., Ltd. (SHSE:688019)",CN,,,,0.30657,0.22002001,0.328,PROFITABLE,688019.SS,,True
Electronics & Semiconductors,Computers/Peripherals,China,SZSE,300866,Anker Innovations Limited (SZSE:300866),CN,,,,0.07846,0.24509001,0.269,PROFITABLE,300866.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,002913,"Aoshikang Technology Co., Ltd. (SZSE:002913)",CN,,,,0.037520003,0.04326,0.128,PROFITABLE,002913.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SHSE,688007,Appotronics Corporation Limited (SHSE:688007),CN,,,,-0.19556999,-0.14238,-0.497,NOT-PROFITABLE,688007.SS,,False
Electronics & Semiconductors,Electronics (Consumer & Office),China,SHSE,688775,Arashi Vision Inc. (SHSE:688775),CN,,,,0.07703,0.1602,0.831,PROFITABLE,688775.SS,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,002938,"Avary Holding(Shenzhen)Co., Limited (SZSE:002938)",CN,,,,0.09474,0.112349994,0.114,PROFITABLE,002938.SZ,,True
Electronics & Semiconductors,Semiconductor,China,SHSE,688525,"BIWIN Storage Technology Co., Ltd. (SHSE:688525)",CN,,,,0.2383,0.72055,3.415,PROFITABLE,688525.SS,,True
Electronics & Semiconductors,Semiconductor,China,SZSE,300323,BOE HC SemiTek Corporation (SZSE:300323),CN,,,,-0.044099998,-0.042969998,1.097,NOT-PROFITABLE,300323.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,000725,BOE Technology Group Company Limited (SZSE:000725),CN,,,,0.02903,0.02298,0.008,PROFITABLE,000725.SZ,,False
Electronics & Semiconductors,Telecom. Equipment,China,SEHK,285,BYD Electronic (International) Company Limited (SEHK:285),CN,,,,,,,UNVERIFIED,285.SZ,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,China,SEHK,2149,"BaTeLab Co., Ltd. (SEHK:2149)",CN,,,,,,,UNVERIFIED,2149.SZ,yfinance_data_gap,False
